Time [sec]	Date	Up-Time [days]	Vacuum 1 (HV) [mbar]	Vacuum 2 (UHV) [mbar]	Vacuum 3 (Fore) [mbar]	Vacuum 4/humidity [mbar]	TURBO1_TEMP_BEARING_R [°C]	TURBO1_TEMP_MOTOR_R [°C]	TURBO1_TEMP_BOTTOMPART_R [°C]	TURBO1_TEMP_POWERSTAGE_R [°C]	TURBO1_TEMP_ELECTRONICS_R [°C]	TURBO1_VOLT_R [V]	TURBO1_CURR_R [A]	TURBO2_TEMP_BEARING_R [°C]	TURBO2_TEMP_MOTOR_R [°C]	TURBO2_TEMP_BOTTOMPART_R [°C]	TURBO2_TEMP_POWERSTAGE_R [°C]	TURBO2_TEMP_ELECTRONICS_R [°C]	TURBO2_VOLT_R [V]	TURBO2_CURR_R [A]	TURBO3_TEMP_BEARING_R [°C]	TURBO3_TEMP_MOTOR_R [°C]	TURBO3_TEMP_BOTTOMPART_R [°C]	TURBO3_TEMP_POWERSTAGE_R [°C]	TURBO3_TEMP_ELECTRONICS_R [°C]	TURBO3_VOLT_R [V]	TURBO3_CURR_R [A]	Ambient Temperature (raw) [°C]	Ambient Humidity result [%]	Capillary Temperature [°C]	IOS Heatsink Temperature [°C]	IOS RF0-1 Freq [kHz]	IOS RF2-3 Freq [kHz]	Ctrap RF amp [Vpp]	Ctrap AMP current [A]	Ctrap Freq [MHz]	CE-pos electronics temperature (   act.   ) [°C]	CE-neg electronics temperature (   act.   ) [°C]	Analyzer temperature sensor [°C]	Analyzer temp sensor (filtered) [°C]	Analyzer temperature (with delay model) [°C]	CEPS Peltier temperature sensor [°C]	Quad Detector Temperature [°C]	
1711952463	2024-04-01 00:10:01	40.4436689815	3.02862865252e-09	8.94056330436e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6867675781	0.0	100.051881466	29.3637256996	3205.0	2797.0	1531.07421875	0.22274609375	3.215078125	39.1175413314	39.4189806168	25.203125	25.2012079226	25.2079279243	37.25625	31.9345683157	
1711953363	2024-04-01 00:25:02	40.4540856481	3.04998371618e-09	8.78488022406e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.37	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8405761719	0.0	99.9053926206	29.4321726127	3206.0	2797.0	1531.1328125	0.22190234375	3.2150390625	39.1175413314	39.4189806168	25.240234375	25.2012079226	25.2078144939	37.2810546875	31.9315164647	
1711954263	2024-04-01 00:40:01	40.4645023148	3.02862865252e-09	8.78488022406e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.41	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5659179688	0.0	99.9786370434	29.3180944243	3206.0	2797.0	1527.98828125	0.22227734375	3.21515625	39.1175413314	39.4189806168	25.193359375	25.2012079226	25.2059507806	37.265234375	31.9284646138	
1711955163	2024-04-01 00:55:01	40.4749305556	3.07148935583e-09	8.78488022406e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7746582031	0.0	99.9053926206	29.4321726127	3205.0	2797.0	1531.23046875	0.22227734375	3.2149609375	39.1175413314	39.4189806168	25.2734375	25.2012079226	25.2004203286	37.2994140625	31.9223609119	
1711956063	2024-04-01 01:10:01	40.4853472222	3.07148935583e-09	8.94056330436e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6208496094	0.0	99.9053926206	29.3180944243	3206.0	2797.0	1530.9765625	0.22223828125	3.2151953125	39.1175413314	39.4189806168	25.1787109375	25.2012079226	25.1976765083	37.2677734375	31.9284646138	
1711956963	2024-04-01 01:25:02	40.4957523148	3.07148935583e-09	8.94056330436e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6538085938	0.0	100.051881466	29.2952787866	3205.0	2796.0	1531.09375	0.22302734375	3.2152734375	39.1175413314	39.4189806168	25.03515625	25.2012079226	25.1952287778	37.269140625	31.9345683157	
1711957863	2024-04-01 01:40:01	40.5061689815	3.07148935583e-09	8.78488022406e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.37	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8625488281	0.0	99.8321481979	29.3637256996	3206.0	2797.0	1531.171875	0.22268359375	3.21515625	39.1175413314	39.4189806168	25.1845703125	25.2012079226	25.1961090487	37.2876953125	31.9315164647	
1711958763	2024-04-01 01:55:01	40.5165856481	3.09314663319e-09	8.94056330436e-11	1.6318609378	3.15362342183e+19	43.0	55.0	44.0	53.0	51.0	23.9	6.41	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5329589844	0.0	99.9786370434	29.3637256996	3205.0	2797.0	1531.15234375	0.22275	3.2155078125	39.1175413314	39.4189806168	25.1884765625	25.2012079226	25.1959861405	37.2572265625	31.9345683157	
1711959663	2024-04-01 02:10:01	40.5270023148	3.07148935583e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.37	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7856445312	0.0	99.9786370434	29.3865413373	3206.0	2797.0	1530.17578125	0.22248046875	3.2150390625	39.1175413314	39.4189806168	25.19921875	25.2012079226	25.1954560775	37.277734375	31.9406720176	
1711960563	2024-04-01 02:25:02	40.5374189815	3.07148935583e-09	8.78488022406e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7416992188	0.0	100.051881466	29.340910062	3205.0	2796.0	1531.1328125	0.2219609375	3.214921875	39.1175413314	39.4189806168	25.1943359375	25.2012079226	25.1981120909	37.2650390625	31.9406720176	
1711961463	2024-04-01 02:40:01	40.5478356481	3.04998371618e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.38	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6977539062	0.0	100.125125889	29.3865413373	3205.0	2797.0	1529.9609375	0.22246875	3.21515625	39.1175413314	39.4189806168	25.072265625	25.2012079226	25.1973648632	37.26640625	31.9498275704	
1711962363	2024-04-01 02:55:01	40.5582407407	3.04998371618e-09	8.78488022406e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	52.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6977539062	0.0	100.051881466	29.1812005982	3206.0	2797.0	1531.34765625	0.22238671875	3.2148828125	39.1175413314	39.4189806168	25.2080078125	25.2012079226	25.198840868	37.2591796875	31.9437238685	
1711963263	2024-04-01 03:10:01	40.5686689815	3.09314663319e-09	8.86237991538e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7087402344	0.0	100.271614734	29.5234351634	3206.0	2797.0	1531.15234375	0.2228984375	3.2152734375	39.1175413314	39.4189806168	25.203125	25.2012079226	25.198852584	37.2548828125	31.9498275704	
1711964163	2024-04-01 03:25:01	40.5790856481	3.04998371618e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	52.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8295898438	0.0	100.051881466	29.3637256996	3206.0	2797.0	1531.0546875	0.2225546875	3.2155859375	39.1175413314	39.4189806168	25.314453125	25.2012079226	25.2007301354	37.264453125	31.9528794214	
1711965063	2024-04-01 03:40:01	40.5895023148	3.04998371618e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6208496094	0.0	100.198370312	29.3180944243	3205.0	2796.0	1528.69140625	0.22254296875	3.2154296875	39.1175413314	39.4189806168	25.197265625	25.2012079226	25.1995559887	37.250390625	31.9467757195	
1711965963	2024-04-01 03:55:01	40.5999189815	3.07148935583e-09	8.86237991538e-11	1.66663079614	3.15362342183e+19	43.0	55.0	44.0	53.0	51.0	23.9	6.43	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.67578125	0.0	100.271614734	29.409356975	3205.0	2797.0	1527.8515625	0.2225078125	3.2155859375	39.1175413314	39.4189806168	25.1982421875	25.2012079226	25.2035027069	37.25703125	31.9467757195	
1711966863	2024-04-01 04:10:01	40.6103240741	3.07148935583e-09	8.86237991538e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.38	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7966308594	0.0	99.8321481979	29.3865413373	3205.0	2796.0	1531.2109375	0.2223125	3.21515625	39.1175413314	39.4189806168	25.208984375	25.2012079226	25.2018163599	37.2787109375	31.9376201666	
1711967763	2024-04-01 04:25:01	40.6207407407	3.07148935583e-09	8.78488022406e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7526855469	0.0	100.271614734	29.409356975	3206.0	2797.0	1531.34765625	0.2225390625	3.215390625	39.1175413314	39.4189806168	25.1923828125	25.2012079226	25.2021019455	37.2662109375	31.9376201666	
1711968663	2024-04-01 04:40:01	40.6311574074	3.07148935583e-09	8.78488022406e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.36	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.587890625	0.0	100.125125889	29.3637256996	3206.0	2797.0	1531.2109375	0.2227109375	3.2150390625	39.1175413314	39.4189806168	25.2177734375	25.2012079226	25.203560728	37.2640625	31.9406720176	
1711969563	2024-04-01 04:55:02	40.6415740741	3.07148935583e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6647949219	0.0	99.9786370434	29.5918820765	3205.0	2797.0	1530.1953125	0.22246484375	3.21515625	39.1175413314	39.4189806168	25.193359375	25.2012079226	25.2001366942	37.2701171875	31.9498275704	
1711970463	2024-04-01 05:10:01	40.6519907407	3.04998371618e-09	8.86237991538e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7197265625	0.0	99.9053926206	29.6146977142	3205.0	2797.0	1530.56640625	0.22302734375	3.215546875	39.1175413314	39.4189806168	25.189453125	25.2012079226	25.1992327114	37.266796875	31.9589831233	
1711971363	2024-04-01 05:25:01	40.6624189815	3.09314663319e-09	8.86237991538e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.38	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8076171875	0.0	100.125125889	29.6831446272	3206.0	2797.0	1531.19140625	0.2222578125	3.215390625	39.1175413314	39.4189806168	25.201171875	25.2012079226	25.2000031171	37.276953125	31.9650868252	
1711972263	2024-04-01 05:40:01	40.6728240741	3.02862865252e-09	8.78488022406e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.37	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7966308594	0.0	99.9786370434	29.7515915403	3205.0	2797.0	1530.3125	0.22227734375	3.2152734375	39.1175413314	39.4189806168	25.205078125	25.2012079226	25.197527809	37.25078125	31.9559312723	
1711973163	2024-04-01 05:55:02	40.6832407407	3.09314663319e-09	9.01943642256e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.37	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6538085938	0.0	99.9786370434	29.6603289895	3205.0	2797.0	1530.46875	0.22224609375	3.2153125	39.1175413314	39.4189806168	25.2021484375	25.2012079226	25.2029647698	37.2384765625	31.974242378	
1711974063	2024-04-01 06:10:01	40.6936574074	3.07148935583e-09	8.86237991538e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	54.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6428222656	0.0	99.9786370434	29.6603289895	3206.0	2797.0	1528.90625	0.22226953125	3.215078125	39.1175413314	39.4189806168	25.3154296875	25.2012079226	25.2029844805	37.247265625	31.9833979308	
1711974963	2024-04-01 06:25:01	40.7040740741	3.07148935583e-09	8.94056330436e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.38	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7526855469	0.0	100.125125889	29.9113010041	3205.0	2796.0	1531.0546875	0.2224375	3.215546875	39.1175413314	39.4189806168	25.2216796875	25.2012079226	25.2078762111	37.246875	31.9895016327	
1711975863	2024-04-01 06:40:02	40.7144907407	3.04998371618e-09	8.86237991538e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	54.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.763671875	0.0	100.198370312	29.6831446272	3205.0	2797.0	1528.75	0.22268359375	3.2152734375	39.1175413314	39.4189806168	25.23828125	25.2183501992	25.2141249801	37.2568359375	31.9895016327	
1711976763	2024-04-01 06:55:01	40.7249074074	3.07148935583e-09	8.94056330436e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.42	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6647949219	0.0	100.125125889	29.7972228156	3205.0	2796.0	1530.99609375	0.2226171875	3.215625	39.1175413314	39.4189806168	25.1162109375	25.2183501992	25.2171168398	37.2447265625	31.9833979308	
1711977663	2024-04-01 07:10:02	40.7353125	3.04998371618e-09	8.86237991538e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.41	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6318359375	0.0	99.9786370434	29.7287759026	3205.0	2797.0	1527.94921875	0.22241015625	3.2152734375	39.1175413314	39.4189806168	25.1875	25.2183501992	25.2204956669	37.241015625	31.9803460799	
1711978563	2024-04-01 07:25:01	40.7457291667	3.04998371618e-09	8.86237991538e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	54.0	51.0	23.9	6.41	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7087402344	0.0	100.051881466	29.7059602649	3205.0	2797.0	1531.07421875	0.2234765625	3.215546875	39.1175413314	39.4189806168	25.236328125	25.2183501992	25.2209228686	37.2369140625	31.9925534837	
1711979463	2024-04-01 07:40:02	40.7561574074	3.04998371618e-09	8.78488022406e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.36	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7087402344	0.0	99.9786370434	29.6603289895	3205.0	2797.0	1531.09375	0.22223046875	3.2153125	39.1175413314	39.4189806168	25.2685546875	25.2183501992	25.2229108466	37.2634765625	31.9803460799	
1711980363	2024-04-01 07:55:01	40.7665740741	3.04998371618e-09	8.86237991538e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.36	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8515625	0.0	99.9053926206	29.8200384533	3205.0	2796.0	1530.9375	0.22288671875	3.2154296875	39.1175413314	39.4189806168	25.208984375	25.2183501992	25.2249475302	37.26953125	31.9956053346	
1711981263	2024-04-01 08:10:01	40.7769907407	3.07148935583e-09	8.78488022406e-11	1.65495929808	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8295898438	0.0	100.271614734	29.5462508011	3206.0	2797.0	1531.03515625	0.2224765625	3.2155078125	39.1175413314	39.4189806168	25.2412109375	25.2183501992	25.2286431145	37.2611328125	31.9986571856	
1711982163	2024-04-01 08:25:01	40.7873958333	3.04998371618e-09	8.86237991538e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.39	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6647949219	0.0	99.8321481979	29.6831446272	3205.0	2797.0	1531.1328125	0.2226171875	3.2152734375	39.1175413314	39.4189806168	25.2421875	25.2183501992	25.228984375	37.236328125	32.0047608875	
1711983063	2024-04-01 08:40:02	40.7978125	3.04998371618e-09	8.94056330436e-11	1.6433695361	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.4	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7087402344	0.0	99.9053926206	29.774407178	3205.0	2797.0	1531.2109375	0.2222421875	3.215390625	39.1175413314	39.4189806168	25.2490234375	25.2183501992	25.2298677209	37.23359375	31.9986571856	
1711983963	2024-04-01 08:55:01	40.8082291667	3.09314663319e-09	8.94056330436e-11	1.6318609378	3.15362342183e+19	43.0	55.0	43.0	53.0	51.0	23.9	6.38	32.0	29.0	32.0	52.0	52.0	24.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.763671875	0.0	99.9053926206	29.7972228156	3205.0	2797.0	1529.66796875	0.223015625	3.2155078125	39.1175413314	39.4189806168	25.373046875	25.2183501992	25.2310258799	37.254296875	32.0108645894	
